Date,Mid,Name,Amount,Count
 201207,BAHAMASEXPRES001,BAHAMAS EXPRESS,1960,6
201207,CYCLEPARTSCOM001,CYCLE PARTS.COM,25836.53,96
201208,ADTRIADLLC000001,SHOPMYCITY.COM,6487.27,94
201208,AMERICANWIREL001,AMERICAN WIRELESS INC,1739.7,30
201208,AUSTINPUBLICS001,AUSTIN PUBLIC SCHOOLS,1883.62,9
201208,AVALONWATERWA001,AVALON WATERWAYS,1632488.82,999
201208,BAHAMASEXPRES001,BAHAMAS EXPRESS,4670,11
201208,BCPSSD-SEWER0001,BCPSSD-SEWER,37028.14,374
201208,BCPSSDBCPSWD0001,BCPSSDBCPSWD,249622.19,3041
201208,BITLANCERLLC0001,BITLANCER LLC,277.5,2
201208,BLOOMINGTONIS001,BLOOMINGTON ISD CE,6283.36,34
201208,BRMMARKETINGA001,BRM MARKETING  ASSOCIATES INC,1678.62,58
201208,CAR-ISMACARWA001,CAR-ISMA CAR WASH,1171,121
201208,CHOICECOMMUNI002,CHOICE COMMUNICATIONS LLC,144437.91,2416
201208,CITYOFARLINGT001,CITY OF ARLINGTON,1589.78,10
201208,CITYOFBALTIC0001,CITY OF BALTIC,64.35,1
201208,CITYOFBENSONA001,CITY OF BENSON-AIRPORT,1155.96,5
201208,CITYOFCOLLEYV001,CITY OF COLLEYVILLE,1140.32,12
201208,CITYOFCOLLEYV003,COLLEYVILLE CITY COURT,11731.49,63
201208,CITYOFCOLLEYV006,COLLEYVILLE PERMITS,3839.18,24
201208,CITYOFLAKECRY002,CITY OF LAKE CRYSTAL,5532.75,32
201208,CITYOFLAKENOR001,CITY OF LAKE NORDEN,69.07,1
201208,CITYOFLUVERNE001,CITY OF LUVERNE,54.69,3
201208,CITYOFMONTBEL001,CITY OF MONT BELVIEU,961.51,5
201208,CITYOFPARKER0001,CITY OF PARKER,1554.23,8
201208,CITYOFVICTORI002,CITY OF VICTORIA,1331.98,8
201208,CITYOFVICTORI003,CITY OF VICTORIA-FIELD,2378.57,19
201208,CITYOFWINSTED001,CITY OF WINSTED,1214.78,11
201208,COMNETWIRELES001,CHOICE WIRELESS,39470.44,533
201208,CONTINENTALAI001,UNITED,1848,1
201208,COSMOSNORTHAM001,COSMOS NORTH AMERICAN OPTIONALS,233012.7,647
201208,COSMOSTOURS00001,COSMOS TOURS,2327561.7,1198
201208,CYCLEPARTSCOM001,CYCLE PARTS.COM,59067.64,207
201208,DELTAVACATION001,DELTA VACATIONS,80847,19
201208,DESMOINESPUBL003,COMMED DMSCHOOLS,27609,532
201208,EANESISD00000001,EANES ISD,1359.29,14
201208,EMERALDCOVEMA001,EMERALD COVE MARINA,46295.32,662
201208,GLOBUSFAMILYP002,GLOBUS FAMILY PURCHASE,4425,57
201208,GLOBUSNORTHAM001,GLOBUS NORTH AMERICAN OPTIONALS,40019.5,186
201208,GLOBUSTOURS00001,GLOBUS TOURS,8244909.57,2714
201208,GOODNEWSGARDE002,GOOD NEWS GARDENING CAFE,8987.44,547
201208,GOODVIEWCITY0001,GOODVIEW CITY,240.14,3
201208,GOODVIEWPUBLI001,GOODVIEW PUBLIC WORKS,1141.49,14
201208,GREATERLVASSO001,GREATER LV ASSOC OF REALTORS,325162.78,1398
201208,INNOVATIVEOUT001,INNOVATIVE OUTSOURCING INC,595,1
201208,ISD217FINANCE001,ISD 271FINANCE OFFICE,100,2
201208,KERRVILLEISD0002,KERRVILLE ISD,3718.61,12
201208,KINGSWAYAMIGO001,KINGSWAY AMIGO INSURANCE CO,174604.99,600
201208,KISHVETERINAR001,KISH VETERINARY SERVICES,632.08,6
201208,KWIKOMLLC0000001,KWIKOM COMMUNICATIONS,81.41,1
201208,LAKECRYSTALAR001,LAKE CRYSTAL AREA RC,2942.8,44
201208,LEWISCLARKRIV001,LEWIS  CLARK RIVER EXPEDITIONS,12.24,2
201208,LIN-MARKSPORT001,LIN-MARK SPORTS,85,1
201208,MERCYCOLLEGEA001,MERCY COLLEGE AT NW OF OHIO-DEGREED,117887.09,78
201208,MIXANDMINGLEG001,MIX AND MINGLE GREEK BISTRO,1024.64,21
201208,MONOGRAMS0000001,MONOGRAMS,990400.94,420
201208,MONOGRAMSPREP001,GLOBUS FAMILY PPO,219842,600
201208,NETHERE200000001,NETHERE 2,10185.48,8
201208,NORMANDYFARMS003,NORMANDY FARMS CAMPGROUND,10729.85,594
201208,NORTHAMERICAO002,NORTH AMERICA OPTIONALS,8268,22
201208,ONESTOPPARKIN001,ONESTOPPARKING.COM,73255.82,2031
201208,ORBRIDGEOPTIO001,ORBRIDGE OPTIONALS,1750,13
201208,ORGONITE00000001,ORGONITE,601.12,13
201208,OWATONNACOMME001,OWATONNA COMM. EDUC.,12390,212
201208,PARAGONREPROD001,PARAGON REPRODUCTIONS,268191.03,1345
201208,PERFORMANCEDI001,PERFORMANCE DIAGNOSTIC,2663.86,14
201208,PIONEERLINENS001,PIONEER LINENS,82267.24,253
201208,PIONEERLINENS002,PIONEER LINENS - FLOOR SALES,119817.26,195
201208,PIONEERLINENS003,PIONEER LINENS - YACHT SALES,22905.31,9
201208,PROKNEE000000002,PROKNEE,42612,155
201208,QUEENLANDINC0001,CAMP A WAY,553.14,8
201208,REALTYSTORECO001,REALTYSTORE.COM,89.4,2
201208,REDOAKCOURT00001,RED OAK CITY COURT,19073.2,100
201208,ROOTAUTOMATIO001,ROOT AUTOMATION,975.9,16
201208,SEMO-JPBOOKST001,SEMO-JP BOOKSTORE,290.97,8
201208,SKIPPERSBOOST001,SKIPPERS BOOSTER CLUB,12385.6,274
201208,SMARTBID00000001,SMARTBID,6515.01,292
201208,STASNYSFOODMA001,STASNYS FOOD MARKET,380.81,2
201208,STCLOUDCITYWE001,ST CLOUD UTILITY,5145,217
201208,STILLWATERPAR001,STILLWATER PARK RAMP,200,45
201208,STILLWATERPAR002,STILLWATER PARK RAMP,300,80
201208,STILLWATERPAR003,STILLWATER PARK RAMP,13.01,5
201208,STILLWATERPAR004,STILLWATER PARKING LOT,1929,487
201208,STILLWATERPAR005,STILLWATER PARKING LOT,8609.25,2159
201208,THEACTIVENETW001,THE ACTIVE NETWORK INC,22447,53
201208,THEEONISTORE0001,EONI INTERNET,20463.01,475
201208,VERI-TAXCOM00001,VERI TAX LLC,42205,282
201208,VERIFICATIONB001,VERIFICATION BUREAU,6619.6,22
201208,WAXYOCONNORSI001,WAXY OCONNORS IRISH PUB  RESTAURANT,33434.63,741
201208,WEBSBIGGESTCO001,WEBSBIGGEST.COM,4227,125
201208,YMCA-PHIL-ABINGT,YMCA PHILADELPHIA- ABINGTON,111377.2,1225
201208,YMCA-PHIL-AMBLER,YMCA PHILADELPHIA- AMBLER,197006.42,2107
201208,YMCA-PHIL-CHRIST,YMCA PHILADELPHIA- CHRISTIAN ST,46859.46,764
201208,YMCA-PHIL-COLUMB,YMCA PHILADELPHIA- COLUMBIA N BRANCH,16377.26,400
201208,YMCA-PHIL-HATBOR,YMCA PHILADELPHIA- HATBORO,72258.3,700
201208,YMCA-PHIL-NORTHE,YMCA PHILADELPHIA- NORTHEAST,62491.62,777
201208,YMCA-PHIL-ONLINE,YMCA PHILADELPHIA-ONLINE,105752.15,963
201208,YMCA-PHIL-ROCKY,YMCA PHILADELPHIA- ROCKY RUN,176058.37,2097
201208,YMCA-PHIL-ROXBOR,YMCA PHILADELPHIA- ROXBOROUGH,36278.7,449
201208,YMCA-PHIL-UPPERM,YMCA PHILADELPHIA MAIN LINE,41740.6,385
201208,YMCA-PHIL-VICIN,YMCA PHILADELPHIA AND VICINITY,3167.5,7
201208,YMCA-PHIL-WEST,YMCA PHILADELPHIA- WEST,33013.59,866
201208,YMCABOSTONONL001,YMCA BOSTON ONLINE DONATIONS,4530,15
201208,YMCADETROITCA001,YMCA DETROIT CAMP - CHARITY,10551.94,54
201208,YMCAMETROFORT001,YMCA METRO FORT WORTH,740156.12,10635
201208,YMCAOFMETROPO001,YMCA DALLAS TURKEY TROT,14001,282
201208,YMCAOFMETROPO002,YMCA DALLAS TURKEY TROT,1210,18
201208,YMCAOFMETROPO003,YMC DALLAS REGIONAL TRAINING,35,1
201208,YMCASILICONVA001,YMCA SILICON VALLEY INTERNET BRANCH,1602.5,28
201208,ZENCASH000000001,ZENCASH,1526,44
201209,ADTRIADLLC000001,SHOPMYCITY.COM,2286.5,122
201209,ALLPLAYERSCOM001,ALLPLAYERS.COM,7812,178
201209,AMERICANWIREL001,AMERICAN WIRELESS INC,4993.21,79
201209,AP2628627294,WISCONSIN JUNIORS VOLLEYB,4295,99
201209,AP6107774134,JSTROKE VOLLEYBALL CLUB,60,1
201209,AP7039308498,NORTHERN VIRGINIA VOLLEYB,50,1
201209,AP7657598790,MUNCIANA VOLLEYBALL,1050,18
201209,AP8087411276,KA ULUKOA,61176.8,34
201209,AUSTINPUBLICS001,AUSTIN PUBLIC SCHOOLS,1,1
201209,AVALONWATERWA001,AVALON WATERWAYS,2224177.15,1592
201209,BCPSSD-SEWER0001,BCPSSD-SEWER,71202.56,764
201209,BCPSSDBCPSWD0001,BCPSSDBCPSWD,552015.33,6499
201209,BECTV00000000001,BEC-TV,230,8
201209,BITLANCERLLC0001,BITLANCER LLC,744.67,4
201209,BLOOMINGTONIS001,BLOOMINGTON ISD CE,1705,20
201209,BRMMARKETINGA001,BRM MARKETING  ASSOCIATES INC,2431.27,85
201209,CHOICECOMMUNI002,CHOICE COMMUNICATIONS LLC,303926.02,5080
201209,CITYOFARLINGT001,CITY OF ARLINGTON,5584.46,34
201209,CITYOFBALTIC0001,CITY OF BALTIC,810.28,10
201209,CITYOFBENSONA001,CITY OF BENSON-AIRPORT,2759.59,17
201209,CITYOFCOLLEYV003,COLLEYVILLE CITY COURT,23690.78,124
201209,CITYOFCOLLEYV006,COLLEYVILLE PERMITS,2109.89,40
201209,CITYOFLAKECRY002,CITY OF LAKE CRYSTAL,5622.57,27
201209,CITYOFLAKENOR001,CITY OF LAKE NORDEN,1,1
201209,CITYOFLUVERNE001,CITY OF LUVERNE,58.75,5
201209,CITYOFMONTBEL001,CITY OF MONT BELVIEU,1513.05,18
201209,CITYOFPARKER0001,CITY OF PARKER,5924.61,26
201209,CITYOFVICTORI002,CITY OF VICTORIA,1028.1,17
201209,CITYOFVICTORI003,CITY OF VICTORIA-FIELD,3616.04,40
201209,CITYOFWINSTED001,CITY OF WINSTED,2385.92,28
201209,COMNETWIRELES001,CHOICE WIRELESS,89464.66,1169
201209,CONTINENTALAI001,UNITED,26848,9
201209,COSMOSNORTHAM001,COSMOS NORTH AMERICAN OPTIONALS,886514,2993
201209,COSMOSTOURS00001,COSMOS TOURS,2064744.53,1435
201209,CYCLEPARTSCOM001,CYCLE PARTS.COM,50387.89,206
201209,DELTAVACATION001,DELTA VACATIONS,55166.05,23
201209,DESMOINESPUBL003,COMMED DMSCHOOLS,36393.5,688
201209,EANESISD00000001,EANES ISD,4097.15,38
201209,EMERALDCOVEMA001,EMERALD COVE MARINA,51766.7,749
201209,ESIOBEVERAGEC001,ESIO BEVERAGE COMPANY LLC,87.92,1
201209,FCDYOUTHLLC00001,FCD YOUTH LLC,49635.04,210
201209,FREEDOMWIFI00001,FREEDOM WIFI,19.95,1
201209,GLOBUSFAMILYP002,GLOBUS FAMILY PURCHASE,6958.4,57
201209,GLOBUSNORTHAM001,GLOBUS NORTH AMERICAN OPTIONALS,210481,1041
201209,GLOBUSTOURS00001,GLOBUS TOURS,8212981.21,3661
201209,GOODNEWSGARDE002,GOOD NEWS GARDENING CAFE,15832.19,991
201209,GOODVIEWCITY0001,GOODVIEW CITY,546,8
201209,GOODVIEWPUBLI001,GOODVIEW PUBLIC WORKS,7972.3,57
201209,GREATERLVASSO001,GREATER LV ASSOC OF REALTORS,990300.94,4028
201209,INFORMATICSHO001,INFORMATICS HOLDINGS INC,7091.23,26
201209,KISHVETERINAR001,KISH VETERINARY SERVICES,311.84,8
201209,KWIKOMLLC0000001,KWIKOM COMMUNICATIONS,97.69,1
201209,LAKECRYSTALAR001,LAKE CRYSTAL AREA RC,5706.84,92
201209,LEWISCLARKRIV001,LEWIS  CLARK RIVER EXPEDITIONS,.55,2
201209,MERCYCOLLEGEA001,MERCY COLLEGE AT NW OF OHIO-DEGREED,227925.67,169
201209,MIXANDMINGLEG001,MIX AND MINGLE GREEK BISTRO,1263.09,48
201209,MONOGRAMS0000001,MONOGRAMS,1177223.31,547
201209,MONOGRAMSPREP001,GLOBUS FAMILY PPO,218359.01,680
201209,NETHERE200000001,NETHERE 2,49875.09,29
201209,NORMANDYFARMS003,NORMANDY FARMS CAMPGROUND,14743.94,776
201209,NORTHAMERICAO002,NORTH AMERICA OPTIONALS,3648,10
201209,ONESTOPPARKIN001,ONESTOPPARKING.COM,133725.03,3496
201209,ORBRIDGEOPTIO001,ORBRIDGE OPTIONALS,2240,17
201209,ORGONITE00000001,ORGONITE,638.38,25
201209,OWATONNACOMME001,OWATONNA COMM. EDUC.,54272.75,884
201209,PARAGONREPROD001,PARAGON REPRODUCTIONS,296932.99,1703
201209,PERFORMANCEDI001,PERFORMANCE DIAGNOSTIC,7068.34,10
201209,PIONEERLINENS001,PIONEER LINENS,108208.88,290
201209,PIONEERLINENS002,PIONEER LINENS - FLOOR SALES,138046.6,314
201209,PIONEERLINENS003,PIONEER LINENS - YACHT SALES,17599.7,12
201209,PROKNEE000000002,PROKNEE,66216.08,254
201209,QUEENLANDINC0001,CAMP A WAY,1966.72,11
201209,REALTYSTORECO001,REALTYSTORE.COM,49.6,1
201209,REDOAKCOURT00001,RED OAK CITY COURT,41944.74,218
201209,ROOTAUTOMATIO001,ROOT AUTOMATION,914.15,19
201209,SKIPPERSBOOST001,SKIPPERS BOOSTER CLUB,14790.06,282
201209,SMARTBID00000001,SMARTBID,15335.21,584
201209,STASNYSFOODMA001,STASNYS FOOD MARKET,1150.95,11
201209,STCLOUDCITYWE001,ST CLOUD UTILITY,14604,638
201209,STILLWATERPAR001,STILLWATER PARK RAMP,154,36
201209,STILLWATERPAR002,STILLWATER PARK RAMP,1221,268
201209,STILLWATERPAR004,STILLWATER PARKING LOT,30,6
201209,STILLWATERPAR005,STILLWATER PARKING LOT,24241.95,5970
201209,SURFSETFITNES001,SURFSET FITNESS INC,42020.98,101
201209,THEACTIVENETW001,THE ACTIVE NETWORK INC,71730,150
201209,THEEONISTORE0001,EONI INTERNET,43506.92,1054
201209,VERI-TAXCOM00001,VERI TAX LLC,82483,381
201209,VERIFICATIONB001,VERIFICATION BUREAU,9167.25,30
201209,WAXYOCONNORSI001,WAXY OCONNORS IRISH PUB  RESTAURANT,64294.18,1530
201209,WEBSBIGGESTCO001,WEBSBIGGEST.COM,6152,170
201209,WILDALCHEMY00001,WILD ALCHEMY,3435,5
201209,WORKOUTTRAINI001,WORKOUT TRAINER,4015.51,519
201209,YMCA-PHIL-ABINGT,YMCA PHILADELPHIA- ABINGTON,176634.92,2074
201209,YMCA-PHIL-AMBLER,YMCA PHILADELPHIA- AMBLER,438346.15,4645
201209,YMCA-PHIL-CHRIST,YMCA PHILADELPHIA- CHRISTIAN ST,81600.01,1715
201209,YMCA-PHIL-COLUMB,YMCA PHILADELPHIA- COLUMBIA N BRANCH,23610.69,591
201209,YMCA-PHIL-HATBOR,YMCA PHILADELPHIA- HATBORO,92726.83,1313
201209,YMCA-PHIL-NORTHE,YMCA PHILADELPHIA- NORTHEAST,81722.76,1187
201209,YMCA-PHIL-ONLINE,YMCA PHILADELPHIA-ONLINE,56382.95,400
201209,YMCA-PHIL-ROCKY,YMCA PHILADELPHIA- ROCKY RUN,339376.57,4303
201209,YMCA-PHIL-ROXBOR,YMCA PHILADELPHIA- ROXBOROUGH,69887.96,1025
201209,YMCA-PHIL-UPPERM,YMCA PHILADELPHIA MAIN LINE,74963.66,838
201209,YMCA-PHIL-VICIN,YMCA PHILADELPHIA AND VICINITY,10292.5,7
201209,YMCA-PHIL-WEST,YMCA PHILADELPHIA- WEST,54902.01,1426
201209,YMCABOSTONONL001,YMCA BOSTON ONLINE DONATIONS,4953,19
201209,YMCADETROITCA001,YMCA DETROIT CAMP - CHARITY,849.35,3
201209,YMCAMETROFORT001,YMCA METRO FORT WORTH,1058495.51,16104
201209,YMCAOFMETROPO001,YMCA DALLAS TURKEY TROT,25454,492
201209,YMCAOFMETROPO002,YMCA DALLAS TURKEY TROT,1500,23
201209,YMCAOFMETROPO003,YMC DALLAS REGIONAL TRAINING,2330,17
201209,YMCASILICONVA001,YMCA SILICON VALLEY INTERNET BRANCH,3806.25,28
201209,ZENCASH000000001,ZENCASH,1062.85,110
201210,411LOCALS0000001,411 LOCALS,806.6,11
201210,ADTRIADLLC000001,SHOPMYCITY.COM,28488.96,456
201210,ALLPLAYERSCOM001,ALLPLAYERS.COM,130996.95,1614
201210,AMERICANWIREL001,AMERICAN WIRELESS INC,6308.03,102
201210,AP2628627294,WISCONSIN JUNIORS VOLLEYB,20680,500
201210,AP3109013604,USA TEAM HANDBALL,9150,117
201210,AP4052096602,OKLAHOMA PREMIER VOLLEYBA,543.75,3
201210,AP4199373808,BLACKSWAMP VBC,4120,201
201210,AP7039308498,NORTHERN VIRGINIA VOLLEYB,28050,555
201210,AP7657598790,MUNCIANA VOLLEYBALL,40130,304
201210,AP8013224411,BOYS  GIRLS CLUBS OF GREA,11220,187
201210,AP8087411276,KA ULUKOA,41378.5,33
201210,AP9725334412,TOWN CENTER ELEMENTARY PA,75,3
201210,AVALONWATERWA001,AVALON WATERWAYS,2083323.04,1649
201210,BCPSSD-SEWER0001,BCPSSD-SEWER,62312.62,717
201210,BCPSSDBCPSWD0001,BCPSSDBCPSWD,572575.65,6674
201210,BECTV00000000001,BEC-TV,300,10
201210,BRMMARKETINGA001,BRM MARKETING  ASSOCIATES INC,1583.11,53
201210,CHOICECOMMUNI002,CHOICE COMMUNICATIONS LLC,354530.74,5779
201210,CITYOFBENSONA001,CITY OF BENSON-AIRPORT,111.95,2
201210,CITYOFCOLLEYV006,COLLEYVILLE PERMITS,2238.61,38
201210,CITYOFMONTBEL001,CITY OF MONT BELVIEU,4421.56,13
201210,CITYOFVICTORI002,CITY OF VICTORIA,530.4,8
201210,CITYOFVICTORI003,CITY OF VICTORIA-FIELD,1493.08,27
201210,CITYOFWINSTED001,CITY OF WINSTED,2497,16
201210,COMNETWIRELES001,CHOICE WIRELESS,105486.67,1316
201210,CONTINENTALAI001,UNITED,14520.2,3
201210,COSMOSNORTHAM001,COSMOS NORTH AMERICAN OPTIONALS,309605.72,1190
201210,COSMOSTOURS00001,COSMOS TOURS,1645561.94,1460
201210,CYCLEPARTSCOM001,CYCLE PARTS.COM,55026.88,255
201210,DELTAVACATION001,DELTA VACATIONS,60336.93,37
201210,DESMOINESPUBL003,COMMED DMSCHOOLS,8986,207
201210,EANESISD00000001,EANES ISD,1076.04,8
201210,EMERALDCOVEMA001,EMERALD COVE MARINA,8483.25,76
201210,ESIOBEVERAGEC001,ESIO BEVERAGE COMPANY LLC,87.92,1
201210,FCDYOUTHLLC00001,FCD YOUTH LLC,162904.02,645
201210,FREEDOMWIFI00001,FREEDOM WIFI,139.55,5
201210,GLOBUSFAMILYP002,GLOBUS FAMILY PURCHASE,5311.08,39
201210,GLOBUSNORTHAM001,GLOBUS NORTH AMERICAN OPTIONALS,101187,486
201210,GLOBUSTOURS00001,GLOBUS TOURS,7010555.81,4038
201210,GOODNEWSGARDE002,GOOD NEWS GARDENING CAFE,16895.96,1081
201210,GREATERLVASSO001,GREATER LV ASSOC OF REALTORS,1627250.32,7050
201210,INFORMATICSHO001,INFORMATICS HOLDINGS INC,7965.86,36
201210,INNOVATIVEOUT001,INNOVATIVE OUTSOURCING INC,675,2
201210,KISHVETERINAR001,KISH VETERINARY SERVICES,415.44,5
201210,MERCYCOLLEGEA001,MERCY COLLEGE AT NW OF OHIO-DEGREED,112947.14,147
201210,MIXANDMINGLEG001,MIX AND MINGLE GREEK BISTRO,1011.57,42
201210,MONOGRAMS0000001,MONOGRAMS,1434284.57,627
201210,MONOGRAMSPREP001,GLOBUS FAMILY PPO,51372,185
201210,NETHERE200000001,NETHERE 2,28304.46,29
201210,NORMANDYFARMS003,NORMANDY FARMS CAMPGROUND,10118.77,532
201210,ONESTOPPARKIN001,ONESTOPPARKING.COM,39952.85,1133
201210,ORGONITE00000001,ORGONITE,613.45,31
201210,OWATONNACOMME001,OWATONNA COMM. EDUC.,32132.84,489
201210,PERFORMANCEDI001,PERFORMANCE DIAGNOSTIC,7697.99,24
201210,PIONEERLINENS001,PIONEER LINENS,139189.59,334
201210,PIONEERLINENS002,PIONEER LINENS - FLOOR SALES,220223.33,426
201210,PIONEERLINENS003,PIONEER LINENS - YACHT SALES,15385.52,16
201210,PROKNEE000000002,PROKNEE,75183.88,292
201210,QUEENLANDINC0001,CAMP A WAY,442.9,3
201210,REALTYSTORECO001,REALTYSTORE.COM,49.6,1
201210,REDOAKCOURT00001,RED OAK CITY COURT,29005,159
201210,ROOTAUTOMATIO001,ROOT AUTOMATION,2661.91,25
201210,SKIPPERSBOOST001,SKIPPERS BOOSTER CLUB,2929.25,54
201210,SMARTBID00000001,SMARTBID,14911.69,511
201210,STASNYSFOODMA001,STASNYS FOOD MARKET,2653.2,16
201210,STCLOUDCITYWE001,ST CLOUD UTILITY,13487,474
201210,STILLWATERPAR001,STILLWATER PARK RAMP,154,30
201210,STILLWATERPAR002,STILLWATER PARK RAMP,1196,268
201210,STILLWATERPAR005,STILLWATER PARKING LOT,9891.65,2577
201210,SURFSETFITNES001,SURFSET FITNESS INC,55700.75,181
201210,THEACTIVENETW001,THE ACTIVE NETWORK INC,214557.5,455
201210,THEEONISTORE0001,EONI INTERNET,43786.28,1077
201210,VERI-TAXCOM00001,VERI TAX LLC,132205.5,346
201210,VERIFICATIONB001,VERIFICATION BUREAU,3498.3,18
201210,WAXYOCONNORSI001,WAXY OCONNORS IRISH PUB  RESTAURANT,84775.55,1920
201210,WEBSBIGGESTCO001,WEBSBIGGEST.COM,7900,198
201210,WILDALCHEMY00001,WILD ALCHEMY,1668,6
201210,WORKOUTTRAINI001,WORKOUT TRAINER,12329.67,1526
201210,YMCA-DAL-METRO,YMCA DALLAS - METRO,21.58,1
201210,YMCA-PHIL-ABINGT,YMCA PHILADELPHIA- ABINGTON,170346.72,2195
201210,YMCA-PHIL-AMBLER,YMCA PHILADELPHIA- AMBLER,468310.97,5256
201210,YMCA-PHIL-CHRIST,YMCA PHILADELPHIA- CHRISTIAN ST,83862.12,1773
201210,YMCA-PHIL-COLUMB,YMCA PHILADELPHIA- COLUMBIA N BRANCH,19658.57,497
201210,YMCA-PHIL-HATBOR,YMCA PHILADELPHIA- HATBORO,104598.6,1481
201210,YMCA-PHIL-NORTHE,YMCA PHILADELPHIA- NORTHEAST,85141.64,1241
201210,YMCA-PHIL-ONLINE,YMCA PHILADELPHIA-ONLINE,109988.15,989
201210,YMCA-PHIL-ROCKY,YMCA PHILADELPHIA- ROCKY RUN,393572.22,4652
201210,YMCA-PHIL-ROXBOR,YMCA PHILADELPHIA- ROXBOROUGH,73820.56,1011
201210,YMCA-PHIL-UPPERM,YMCA PHILADELPHIA MAIN LINE,90475.76,960
201210,YMCA-PHIL-VICIN,YMCA PHILADELPHIA AND VICINITY,23842.5,19
201210,YMCA-PHIL-WEST,YMCA PHILADELPHIA- WEST,52039.01,1402
201210,YMCABOSTONONL001,YMCA BOSTON ONLINE DONATIONS,17968,125
201210,YMCAMETROFORT001,YMCA METRO FORT WORTH,1001399.01,15249
201210,YMCAOFGREATER003,YMCA OF GREATER PITTSBURGH- METRO,65686.04,805
201210,YMCAOFMETROPO001,YMCA DALLAS TURKEY TROT,108116,1911
201210,YMCAOFMETROPO002,YMCA DALLAS TURKEY TROT,535,9
201210,YMCAOFTHEGREA001,YMCA OF THE GREATER TWIN CITIES-WEB,7381,80
201210,YMCASILICONVA001,YMCA SILICON VALLEY INTERNET BRANCH,10955.5,33
201210,ZENCASH000000001,ZENCASH,1927.78,134
201211,ADTRIADLLC000001,SHOPMYCITY.COM,2725.34,103
201211,ALLPLAYERSCOM001,ALLPLAYERS.COM,306899.2,2562
201211,AMERICANWIREL001,AMERICAN WIRELESS INC,5959,103
201211,AP2149544402,THE FIRST TEE OF GREATER,655,20
201211,AP2628627294,WISCONSIN JUNIORS VOLLEYB,8437,197
201211,AP3109013604,USA TEAM HANDBALL,7215,101
201211,AP4052096602,OKLAHOMA PREMIER VOLLEYBA,205.5,1
201211,AP4199373808,BLACKSWAMP VBC,2520,125
201211,AP6107774134,JSTROKE VOLLEYBALL CLUB,410.04,6
201211,AP7039308498,NORTHERN VIRGINIA VOLLEYB,190934.93,477
201211,AP7657598790,MUNCIANA VOLLEYBALL,74500,269
201211,AP7742330162,BAY PATH FIGURE SKATING C,1504.5,19
201211,AP8013224411,BOYS  GIRLS CLUBS OF GREA,12240,201
201211,AP8087411276,KA ULUKOA,81740.5,85
201211,AP9725334412,TOWN CENTER ELEMENTARY PA,50,2
201211,AVALONWATERWA001,AVALON WATERWAYS,2009896.72,1569
201211,BCPSSD-SEWER0001,BCPSSD-SEWER,63741.8,710
201211,BCPSSDBCPSWD0001,BCPSSDBCPSWD,598797.61,6975
201211,BECTV00000000001,BEC-TV,125,3
201211,BITLANCERLLC0001,BITLANCER LLC,10,1
201211,BRMMARKETINGA001,BRM MARKETING  ASSOCIATES INC,1337.88,52
201211,CHOICECOMMUNI002,CHOICE COMMUNICATIONS LLC,333241.67,5714
201211,CITYOFBENSONA001,CITY OF BENSON-AIRPORT,955.6,7
201211,COMNETWIRELES001,CHOICE WIRELESS,109360.48,1576
201211,CONTINENTALAI001,UNITED,5258,5
201211,COSMOSNORTHAM001,COSMOS NORTH AMERICAN OPTIONALS,49866.5,178
201211,COSMOSTOURS00001,COSMOS TOURS,1380898.05,1099
201211,CYCLEPARTSCOM001,CYCLE PARTS.COM,48342.75,207
201211,CYCLIVATE0000001,CYCLIVATE,301,13
201211,DELTAVACATION001,DELTA VACATIONS,91230.9,39
201211,DESMOINESPUBL003,COMMED DMSCHOOLS,2007,45
201211,EMERALDCOVEMA001,EMERALD COVE MARINA,4450.98,16
201211,ESIOBEVERAGEC001,ESIO BEVERAGE COMPANY LLC,4718.26,2
201211,FCDYOUTHLLC00001,FCD YOUTH LLC,131719.85,555
201211,FREEDOMWIFI00001,FREEDOM WIFI,190.35,13
201211,GLOBUSFAMILYP002,GLOBUS FAMILY PURCHASE,6293.82,9
201211,GLOBUSNORTHAM001,GLOBUS NORTH AMERICAN OPTIONALS,11721,33
201211,GLOBUSTOURS00001,GLOBUS TOURS,6742129.32,3610
201211,GOODNEWSGARDE002,GOOD NEWS GARDENING CAFE,13860.54,891
201211,GREATERLVASSO001,GREATER LV ASSOC OF REALTORS,533069.29,1757
201211,INFORMATICSHO001,INFORMATICS HOLDINGS INC,4598.3,17
201211,INNOVATIVEOUT001,INNOVATIVE OUTSOURCING INC,595,1
201211,KISHVETERINAR001,KISH VETERINARY SERVICES,153.26,4
201211,MERCYCOLLEGEA001,MERCY COLLEGE AT NW OF OHIO-DEGREED,44556.56,97
201211,MIXANDMINGLEG001,MIX AND MINGLE GREEK BISTRO,642.61,26
201211,MONOGRAMS0000001,MONOGRAMS,1299259.34,564
201211,MONOGRAMSPREP001,GLOBUS FAMILY PPO,19442,66
201211,NETHERE200000001,NETHERE 2,18464.4,19
201211,NORMANDYFARMS003,NORMANDY FARMS CAMPGROUND,6186.56,173
201211,NORTHAMERICAO002,NORTH AMERICA OPTIONALS,46334,112
201211,ORGONITE00000001,ORGONITE,1025.29,24
201211,OWATONNACOMME001,OWATONNA COMM. EDUC.,9228.57,153
201211,PERFORMANCEDI001,PERFORMANCE DIAGNOSTIC,6937.29,15
